image,class,L_mean,L_variance,L_skewness,a_mean,a_variance,a_skewness,b_mean,b_variance,b_skewness,contrast,correlation,entropy
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\0d8d5b80-962d-4381-8d3b-9eca3f2f1bb0___FREC_Scab 3449.JPG,Apple___Apple_scab,107.529548874,467.601913575,-0.0324674768595,117.970495383,143.334685492,0.785733902809,137.126928864,229.942936654,-0.299791826446,0.777720856102,0.900507267889,3.63344157023
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\0db71c1d-93d7-4481-b0d0-b73f995131a9___FREC_Scab 2976.JPG,Apple___Apple_scab,68.7343361318,1668.27165685,0.243999349236,114.66511194,126.892747376,0.665357583284,143.135455535,160.45098482,-0.772980314986,5.58179499442,0.641035384689,3.96919212548
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\0e90fe4a-e8b6-4186-9429-a9fea180af9a___FREC_Scab 3391.JPG,Apple___Apple_scab,114.266906118,1658.28291024,0.00763366441967,113.998216497,139.504678513,0.843723415383,143.889596235,130.801261591,-0.609950227144,2.23754000914,0.928723850719,5.58772231379
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\0ea78733-9404-4536-8793-a108c66269b3___FREC_Scab 3145.JPG,Apple___Apple_scab,92.9067093646,373.648400956,0.19365385763,113.439277693,45.8591844628,1.04570271694,143.203148976,102.769836416,-0.0783901210988,2.80486957793,0.68777632658,5.08268861415
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\10072248-60e2-4190-b4df-14e8ab61008c___FREC_Scab 3445.JPG,Apple___Apple_scab,94.3348046789,542.580769132,-0.0175677686166,117.513111695,171.764163671,0.641786892097,138.742140005,200.983968687,-0.581652051043,1.12482193732,0.897289272786,4.80994019035
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\106aaa5f-c98d-482d-88ef-8e5170e9072d___FREC_Scab 3489.JPG,Apple___Apple_scab,89.0626982868,515.274701539,-0.00957620617994,120.055698763,131.118467286,0.523127035474,133.762194638,200.342976687,-0.479159570749,1.96465706615,0.820145068504,5.33836874006
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\11c50257-617e-4a6a-a996-2b195af9ada4___FREC_Scab 3462.JPG,Apple___Apple_scab,96.9255625926,528.934008998,-0.191325494238,112.910335534,76.6357279699,1.29284659652,142.865543727,85.7191806402,-0.63330686342,1.65596064815,0.811644640952,4.37453347725
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\11f5b020-3dfd-400c-9819-7d229bc5f929___FREC_Scab 2945.JPG,Apple___Apple_scab,107.708163508,1103.28300051,-1.29465585979,110.828142931,61.2055171836,1.21043029222,146.437932808,76.2106920031,-0.657888771688,1.20466188525,0.919362348581,4.11496448861
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\12bc3d5c-2409-426e-b6cb-a08cbf488153___FREC_Scab 3154.JPG,Apple___Apple_scab,136.644681002,610.99404524,-0.488840118088,113.754000806,135.564416235,1.00228831829,132.454041111,249.530611411,-1.03429990286,2.16441482843,0.831266687261,4.94086799414
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\133c27cd-57f6-4790-b446-972327e13194___FREC_Scab 3362.JPG,Apple___Apple_scab,119.332115629,449.080719963,-0.00607642879449,113.971648666,80.6896081036,1.42653451228,144.454706692,56.1352314472,-0.640444410372,3.15293998788,0.674613414751,5.36849059801
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\13b10b04-7da6-4d34-8b43-258239a25ffd___FREC_Scab 2990.JPG,Apple___Apple_scab,129.661945156,2361.26666749,-0.00641943191875,108.158077251,147.755954818,0.975674792714,149.704838882,246.000774707,-1.09952728526,7.67008123638,0.851441531872,6.37640069233
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\13b16e68-c82c-4de8-ab34-877ff352e821___FREC_Scab 3180.JPG,Apple___Apple_scab,102.368346764,973.408872322,0.38112030466,111.559282451,105.841927771,0.989311244277,141.923394754,137.943959692,-0.337548677038,1.26698549338,0.923077418825,4.5691802676
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\13f31401-f65a-4025-823a-4f2738e8bff9___FREC_Scab 3062.JPG,Apple___Apple_scab,111.019312811,1454.58575551,-0.495649195428,107.404547196,182.355897065,1.12465868762,151.088184953,369.428830899,-1.39563008614,3.74789930556,0.844083563296,5.41609767091
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\14c623e5-051c-42f6-9e4f-f7a93e6a723c___FREC_Scab 2965.JPG,Apple___Apple_scab,94.6215498117,2235.89988024,-0.20370744699,110.88783986,216.186047766,0.55207372927,148.145978435,377.304620235,-0.613780891638,1.99570489253,0.94269516001,4.71556660555
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\1547f817-6a4d-4cbc-8ce0-7dff293562ee___FREC_Scab 3194.JPG,Apple___Apple_scab,96.3658989139,329.982394178,-0.422028430951,125.374161946,142.017000439,0.186905155615,125.920239479,208.339498085,-0.270194878067,1.05601651187,0.863374327876,4.70242385163
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\154842bb-6ee3-4176-9007-cf7a43cfe140___FREC_Scab 3434.JPG,Apple___Apple_scab,73.7594954852,348.431861845,-0.12038755847,125.561153313,112.883449131,0.0103807812313,140.08547131,167.858730678,-0.0310457318807,0.471451822917,0.924781160912,3.92072155839
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\15bfa086-7d4a-43c0-800d-2fe8255ba50c___FREC_Scab 3150.JPG,Apple___Apple_scab,94.4706758482,293.387017768,0.239356111856,112.082246895,10.2041526984,2.0251261676,132.363901892,18.0889572848,-0.27937561705,0.843428308824,0.872088815172,4.32612165011
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\162d8ca4-7cd3-46f1-904f-09721df3e498___FREC_Scab 3336.JPG,Apple___Apple_scab,106.763341912,971.891535126,-0.363062273535,110.557487847,75.2073127876,1.90979295571,142.458733006,94.7235368387,-1.32001603942,3.39566658582,0.837173929083,5.95515438516
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\1637ad84-640c-41e7-9be7-6d8e7769b875___FREC_Scab 3110.JPG,Apple___Apple_scab,86.0298078334,1529.53439094,3.18280216697,114.402053689,97.154826353,1.351463413,132.008801526,83.9414804032,-1.28676015941,1.25534620098,0.952010658588,3.3524951415
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\176a93ed-6c2d-4828-ada1-87f1688b509b___FREC_Scab 3083.JPG,Apple___Apple_scab,97.0285239304,848.75994119,-0.922680984204,105.378773296,50.3146927758,1.93733061626,155.543062968,62.217871716,-1.89202644326,5.3166540928,0.617280378198,5.23690897001
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\18ab74ed-8e95-4787-b2e1-1283594bd00b___FREC_Scab 3012.JPG,Apple___Apple_scab,113.425918829,1821.85140973,-1.35999381309,108.183487197,79.9755642896,1.38772687269,150.746385647,117.038623498,-1.14376080783,0.661191011236,0.977133590869,4.18267867753
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\18e95262-fb0a-472c-93ab-e03138a360dc___FREC_Scab 3366.JPG,Apple___Apple_scab,95.3459591602,373.098862734,-0.347629443424,114.036065574,56.2681844628,1.82536966777,140.752200173,52.0523714894,-1.15542387398,0.973099226804,0.846976426422,4.22165744328
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\18ea82fd-4e16-416f-8ad9-54e0f6601693___FREC_Scab 3127.JPG,Apple___Apple_scab,89.0576127125,427.597382919,0.0178301874535,108.412342942,28.3330036015,1.52348658917,135.564745011,57.9511295913,-0.117890508787,2.33261246762,0.702955106978,4.75773172101
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\1962d1ec-fb66-4583-b631-81cd23ecf063___FREC_Scab 3238.JPG,Apple___Apple_scab,63.1737415672,740.582787402,-0.183677384519,114.292717523,99.8608654917,0.880203468878,145.516830998,175.799552386,-1.20849314029,0.697303921569,0.897943477429,3.0980790172
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\1a21aabb-6f74-4644-8d9e-a517568b7e9c___FREC_Scab 3095.JPG,Apple___Apple_scab,74.791832842,847.121425697,-0.521030292216,110.886711751,71.5490408087,1.41844612761,148.951823594,84.4769287883,-1.69626876085,1.40478294683,0.883807696102,4.31575218969
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\1a304331-98b5-473f-bbb1-c33b8441052a___FREC_Scab 3296.JPG,Apple___Apple_scab,106.339471409,730.472547621,-0.6221348935,109.841710978,58.0893328297,1.69779577078,141.292427378,61.1001215589,-0.908403787505,3.13991342936,0.770504576948,5.31035656763
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\1a4047d7-23d6-4bba-ba10-b6e7005ea01b___FREC_Scab 3193.JPG,Apple___Apple_scab,120.172988223,652.270195983,-0.213661160206,122.350432135,144.677049542,0.679333895096,129.755631185,252.049683372,-0.601108242009,0.875567488406,0.944952412101,4.75731984361
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\1a41bab0-45e0-4dda-a798-9bf4a998f1b6___FREC_Scab 3450.JPG,Apple___Apple_scab,109.490262654,1057.76097641,0.457740593563,116.998253826,114.577786585,0.864469233696,142.74566488,211.038240914,-0.497516554531,4.04834558824,0.816920509864,5.18922308101
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\1b1004c8-99e9-4c85-8fe5-b1c11d558cf8___FREC_Scab 3300.JPG,Apple___Apple_scab,113.803540141,1659.70254194,-1.15970488289,110.208567321,79.0715767201,1.39715354768,145.311132576,66.0450043285,-1.45839879597,3.46979817568,0.894719296646,5.98622451842
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\1bc60205-27cc-4d10-bc87-7e968573e5d5___FREC_Scab 3531.JPG,Apple___Apple_scab,63.9294546607,1608.22734739,0.523761455653,117.459337349,45.1896908735,0.817751376138,138.255112555,50.8854169499,-0.832182034094,7.11756379585,0.64672160579,4.76667618578
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\1bcc3b5d-7e00-43fb-983e-95ae271a715b___FREC_Scab 3061.JPG,Apple___Apple_scab,125.578812879,1346.56064624,-0.889279802086,106.322917427,164.838631541,1.33871591032,156.597941155,292.019556249,-1.76801178603,2.59197303922,0.818053379013,3.73671325413
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\1c10ab31-02b9-4008-b66f-9b44d8a9d323___FREC_Scab 3084.JPG,Apple___Apple_scab,91.5586568433,1546.92142478,-0.827967755417,109.575913857,118.655345049,1.02663838597,152.809634457,173.352823017,-1.44009080833,3.80487132353,0.800044145906,4.4680796799
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\1cb869ea-0a4c-47d7-9def-a88c16b72ddc___FREC_Scab 3350.JPG,Apple___Apple_scab,72.9669553949,917.803129852,-0.238373596978,112.552312099,98.6743538821,0.94944291309,144.550095485,119.007959683,-1.26113837081,1.58248987854,0.837273680091,3.71826331376
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\1cdf2779-8cb1-4ae4-be70-b0eeb1abb0f8___FREC_Scab 3370.JPG,Apple___Apple_scab,89.9107329175,739.490976413,-0.333302815668,112.195205082,71.5067719727,1.75065233174,143.830021563,58.9555725401,-1.37068821625,1.74235419953,0.881132248416,5.30115900174
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\1ceeeee0-40bd-4ac9-8a57-59385bf5df8a___FREC_Scab 3001.JPG,Apple___Apple_scab,119.036322624,1212.09342025,-0.908116528119,108.28728419,131.080659327,0.975455896718,151.635530235,189.670308209,-1.80177459544,4.09490317866,0.786787730895,5.12603387642
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\1d81b4c1-072d-4cf7-b1ca-ce43f59822d8___FREC_Scab 3406.JPG,Apple___Apple_scab,90.2393781063,518.079667665,0.156840800914,112.685535874,96.3762493082,1.41937562411,141.493666369,84.9195151292,-1.34754006211,0.544858136144,0.9430244231,4.30364744166
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\1d9d67e2-5603-4710-ae2b-6cb0b922ae61___FREC_Scab 3122.JPG,Apple___Apple_scab,85.2272008434,331.329742162,-0.144004558577,112.90347332,34.2604067259,2.16199152736,132.698588414,95.8993695297,-0.297875847092,0.586225078267,0.87707814323,3.45174569819
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\1f6abf22-93fa-48f0-a509-cc3e210f75f0___FREC_Scab 3172.JPG,Apple___Apple_scab,95.0017620524,510.063078372,0.0634499848069,114.680257964,69.2299119154,1.05837298426,139.310508881,132.816926496,0.0736342444783,1.11519418578,0.869457429516,4.22116204964
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\1f97d75c-db85-4344-8687-82ca56454d17___FREC_Scab 3408.JPG,Apple___Apple_scab,73.3634563011,809.163170624,-0.171148769299,114.516414954,63.2043727875,1.48100446623,135.016291161,41.844151533,-1.23404885864,2.13642635392,0.85329503851,5.42207874722
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\1f98b949-4df2-45cf-8572-3b4a753be21a___FREC_Scab 2907.JPG,Apple___Apple_scab,126.691176471,546.814516315,0.218888863113,117.613719672,179.595943731,0.268611195356,146.104686682,289.764175975,-0.495351995749,1.59977355072,0.781002931818,3.89009947948
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\201d8b27-5a38-43e5-8065-f7fe039ad781___FREC_Scab 3058.JPG,Apple___Apple_scab,86.2550769665,2577.23263381,-0.0396073961156,111.036859201,183.117155733,0.593375014359,146.959130066,309.55994524,-0.790451066098,5.29592499098,0.858873289796,5.31558256321
C:\Users\gauth\OneDrive\Desktop\Plant Disease Project\dataset\color\Apple___Apple_scab\20f4f8d1-7527-420b-a90d-e17b9e45549a___FREC_Scab 2997.JPG,Apple___Apple_scab,86.2256840493,1335.00828136,-0.373438319963,110.381257397,90.6292024293,0.813523547842,148.847768572,98.0588070725,-1.37912148398,6.67264095911,0.637657186606,5.14111093092
